536	1182881	2726	530
537	1186429	224	101
538	1187117	3810	1014
539	1193980	2462	262
540	1195794	32	20
541	1195932	9	8
542	1195987	281	123
543	1196825	1724	672
544	1201349	358	215
545	1202780	271	191
546	1204059	155	60
547	1204467	254	85
548	1205049	118	58
549	1205441	580	231
550	1206976	9219	626
551	1211244	1192	712
552	1216041	67	34
553	1216270	230	73
554	1216768	245	157
555	1217815	989	352
556	1220190	693	353
557	1222565	1378	473
558	1225731	28	27
559	1225911	196	121
560	1226720	421	178
561	1227931	835	182
562	1229174	1263	402
563	1231889	5	5
564	1231925	278	121
565	1232737	81	51
566	1233082	693	417
567	1235871	117	56
568	1236250	343	187
569	1237504	267	122
570	1238323	77	53
571	1238680	171	101
572	1239354	140	104
573	1240050	1149	447
574	1243048	9	9
575	1243110	46	29
576	1243306	255257	119
577	1244109	2489	472
578	1247328	1932	818
579	1252798	36	30
580	1253003	232	95
581	1253654	826	420
582	1256487	696	340
583	1258775	34	23
584	1258933	14	10
585	1259002	1443	688
586	1263573	431	179
587	1264764	30	22
588	1264915	339	116
589	1265702	15	6
590	1265743	160	120
591	1266548	1860	699
592	1271294	4	4
593	1271323	16	11
594	1271398	528	264
595	1273158	298	164
596	1274255	87	65
597	1274691	250	50
598	1275031	169	111
599	1275767	848	392
600	1278392	753	364
601	1280852	88	60
602	1281254	14	10
603	1281321	130	82
604	1281870	121	89
605	1282468	37	28
606	1282657	62	17
607	1282777	4	4
608	1282805	91	59
609	1283196	12	12
610	1283280	7	7
611	1283327	27	11
612	1283402	5	4
613	1283431	1017	503
614	1286823	451	168
615	1287962	61	41
616	1288241	60	41
617	1288514	3	3
618	1288536	10	9
619	1288597	907	285
620	1290500	42	36
621	1290735	11	11
622	1290811	24	6
623	1290852	51	6
624	1290896	72	31
625	1291107	51	20
626	1291242	15	12
627	1291324	6	6
628	1291364	424	263
629	1293139	230	170
630	1294290	139	44
631	1294589	1459	424
632	1297449	3136	399
633	1300193	63	9
634	1300257	725	372
635	1302737	126	85
636	1303309	266	65
637	1303757	235	78
638	1304276	217	127
639	1305133	315	115
640	1305906	153	66
641	1306353	1175	331
642	1308570	28	20
643	1308704	7	7
644	1308750	14	10
645	1308818	24	6
646	1308859	3	3
647	1308881	135	89
648	1309471	79	52
649	1309826	165	44
650	1310127	448	262
651	1311877	1956	489
652	1315191	234	142
653	1316148	329	188
654	1317411	622	220
655	1318892	1390	359
656	1321302	640	274
657	1323162	560	75
658	1323674	2710	792
659	1329019	1213	486
660	1332287	71	29
661	1332488	186	95
662	1333085	171	85
663	1333637	28	22
664	1333789	547	221
665	1335268	2236	571
666	1339127	2595	957
667	1345597	1541	624
668	1349805	202	61
669	1350214	51	30
670	1350422	64	33
671	1350640	1296	410
672	1353395	243	80
673	1353936	3	3
674	1353958	97	34
675	1354187	99	56
676	1354559	21	21
677	1354701	178	80
678	1355241	296	178
679	1356412	1260	484
680	1359652	2	2
681	1359667	1395	559
682	1363432	1124	487
683	1366703	1	1
684	1366711	234	169
685	1367830	1205	367
686	1370299	30	30
687	1370498	110	63
688	1370921	707	355
689	1373334	362	236
690	1374902	1070	457
691	1377968	2433	395
692	1380721	936	468
693	1383856	18	14
694	1383951	2	2
695	1383966	871	339
696	1386287	751	346
697	1388624	2600	746
698	1393657	3523	936
699	1399954	1729	514
700	1403405	1145	455
701	1406400	2	2
702	1406415	14	6
703	1406458	516	254
704	1408172	269	176
705	1409354	401	150
706	1410373	27	19
707	1410500	615	316
708	1412623	43	32
709	1412836	546	197
710	1414175	94	55
711	1414549	265	165
712	1415640	205	144
713	1416620	152	102
714	1417303	79	19
715	1417436	4	4
716	1417465	293	147
717	1418447	1423	581
718	1422328	53	38
719	1422579	24	17
720	1422693	124	61
721	1423099	151	118
722	1423892	126	46
723	1424208	5274	1088
724	1431570	211	104
725	1432268	817	488
726	1435526	43	26
727	1435706	5404	1023
728	1442634	778	134
729	1443560	16	11
730	1443634	116	62
731	1444057	83	25
732	1444224	133	67
733	1444667	285	137
734	1445580	329	174
735	1446756	199	93
736	1447388	147	88
737	1447980	244	62
738	1448409	886	408
739	1451134	593	310
740	1453212	81	50
741	1453550	47	38
742	1453799	1054	336
743	1456048	5974	633
744	1460341	256	133
745	1461244	301	156
746	1462288	370	163
747	1463370	10	9
748	1463431	208	150
749	1464425	17	15
750	1464522	12577	487
751	1467969	768	311
752	1470052	225	141
753	1470999	13	11
754	1471073	58	23
755	1471230	8	7
756	1471278	74	41
757	1471556	27	18
758	1471675	17	17
759	1471794	720	390
760	1474364	181	134
761	1475282	22	22
762	1475432	567	306
763	1477464	931	574
764	1481289	782	474
765	1484441	3672	799
766	1489839	3367	753
767	1494955	40	25
768	1495125	38	23
769	1495282	669	187
770	1496528	744	213
771	1497961	314	191
772	1499254	289	216
773	1500713	82	48
774	1501039	2309	511
775	1504466	21	13
776	1504556	3015	841
777	1510251	51	32
778	1510464	1192	449
779	1513483	7490	1319
780	1522408	2514	828
781	1527958	1550	596
782	1531963	697	422
783	1534794	769	333
784	1537046	152	82
785	1537594	112	89
786	1538178	43	31
787	1538385	787	354
788	1540771	4009	739
789	1545769	171	122
790	1546588	2	1
791	1546596	2499	617
792	1550787	602	326
793	1552962	10	8
794	1553017	47	28
795	1553210	116	63
796	1553638	422	149
797	1554647	23	14
798	1554740	72	52
799	1555092	8	7
800	1555138	297	103
801	1555837	13	10
802	1555904	122	55
803	1556274	145	66
804	1556726	17	7
805	1556774	1378	711
806	1561503	723	330
807	1563704	32	18
808	1563825	52	35
809	1564062	131	66
810	1564506	45	31
811	1564714	500	293
812	1566674	1524	561
813	1570467	42	34
814	1570693	192	161
815	1571728	22	10
816	1571792	10	4
817	1571819	71	59
818	1572213	1	1
819	1572221	62	25
820	1572387	2294	702
821	1577070	1283	275
822	1578949	218	76
823	1579455	463	132
824	1580347	1	1
825	1580355	418	163
826	1581447	14489	715
827	1586418	257	173
828	1587572	79	35
829	1587808	809	380
830	1590354	188	90
831	1590955	2	1
832	1590963	28	16
833	1591074	4	3
834	1591096	1	1
835	1591104	869	428
836	1593977	1	1
837	1593985	135	29
838	1594184	35	19
839	1594315	494	167
840	1595438	828	436
841	1598370	102	58
842	1598760	782	212
843	1600202	30	21
844	1600347	1	1
845	1600355	1	1
846	1600363	3	3
847	1600384	1	1
848	1600392	1	1
849	1600400	1	1
850	1600408	26	16
851	1600518	1	1
852	1600526	1	1
853	1600534	1	1
854	1600542	1	1
855	1600550	2	2
856	1600565	2	2
857	1600580	70	47
858	1600902	649	260
859	1602668	36	24
860	1602831	10	8
861	1602885	18	17
862	1603002	1	1
863	1603010	23	13
864	1603097	1	1
865	1603105	3	3
866	1603127	1	1
867	1603135	17	15
868	1603239	1	1
869	1603247	1	1
870	1603255	1	1
871	1603263	1	1
872	1603271	9	5
873	1603306	11	5
874	1603342	1	1
875	1603350	45	24
876	1603510	5	3
877	1603530	50	32
878	1603744	1366	591
879	1607731	1	1
880	1607739	1	1
881	1607747	71	35
882	1607981	661	435
883	1610950	181	169
884	1612092	1	1
885	1612100	1	1
886	1612108	3	1
887	1612116	7	5
888	1612150	281	167
889	1613284	1	1
890	1613292	610	331
891	1615539	383	240
892	1617176	475	137
893	1618110	1948	193
894	1619404	678	283
895	1621285	2461	759
896	1626428	253	71
897	1626902	15	9
898	1626966	447	145
899	1627964	367	54
900	1628330	2215	461
901	1631422	43	14
902	1631517	367	164
903	1632617	4	3
904	1632638	1185	503
905	1636024	263	174
906	1637189	1874	420
907	1640037	252	137
908	1640960	32	27
909	1641142	50	34
910	1641371	15	14
911	1641468	731	207
912	1642853	10	7
913	1642902	40	27
914	1643087	46	36
915	1643325	172	123
916	1644096	1	1
917	1644104	304	116
918	1644892	46	18
919	1645018	2523	542
920	1648710	3254	1021
921	1655607	345	132
922	1656501	64	45
923	1656810	24	17
924	1656926	46	41
925	1657203	413	147
926	1658200	15	7
927	1658245	115	76
928	1658759	541	186
929	1659986	11	10
930	1660056	2	2
931	1660069	37	19
932	1660199	280	164
933	1661296	2197	627
934	1665492	123	46
935	1665800	14	9
936	1665862	1007	359
937	1668278	112	74
938	1668783	1502	619
939	1672962	748	202
940	1674321	2	1
941	1674329	4	1
942	1674337	7079	898
943	1680399	659	101
944	1681081	16	14
945	1681178	536	183
946	1682420	3	3
947	1682442	12	11
948	1682515	29	21
949	1682656	335	144
950	1683625	6807	924
951	1689880	1077	329
952	1692123	789	154
953	1693163	1	1
954	1693171	38	13
955	1693260	1522	421
956	1696096	1747	636
957	1700350	210	83
958	1700908	494	215
959	1702345	2111	606
960	1706447	968	383
961	1709033	560	257
962	1710745	21	3
963	1710766	446	223
964	1712282	134	107
965	1712960	42	25
966	1713133	166	75
967	1713622	2962	356
968	1716124	58	51
969	1716467	286	149
970	1717470	205	105
971	1718153	1322	456
972	1721240	506	210
973	1722668	85	57
974	1723048	3106	758
975	1728184	175	77
976	1728709	33	20
977	1728843	5207	981
978	1735433	279	176
979	1736609	16	8
980	1736663	4	3
981	1736684	344	202
982	1738049	27	19
983	1738177	219	116
984	1738948	474	223
985	1740448	4870	810
986	1745937	2150	589
987	1749943	329	127
988	1750796	141	92
989	1751410	2692	500
990	1754764	664	209
991	1756149	83	58
992	1756542	391	58
993	1756925	48	19
994	1757054	9	5
995	1757090	270	160
996	1758174	106	76
997	1758686	1	1
998	1758694	3210	657
999	1763126	874	449
1000	1766137	1023	257
1001	1767862	1652	479
1002	1771078	291	112
1003	1771827	73	40
1004	1772100	1140	391
1005	1774727	307	80
1006	1775258	1	1
1007	1775267	2289	739
1008	1780273	2143	720
1009	1785139	1092	363
1010	1787583	1	1
1011	1787592	248	131
1012	1788479	77	53
1013	1788831	68	38
1014	1789090	60	59
1015	1789489	1056	375
1016	1792034	1389	497
1017	1795384	1163	377
1018	1797897	67	39
1019	1798163	1981	542
1020	1801813	29	19
1021	1801942	1727	320
1022	1804127	18	17
1023	1804246	55	45
1024	1804547	298	144
1025	1805512	46	22
1026	1805664	381	213
1027	1807098	184	109
1028	1807827	708	398
1029	1810492	110	64
1030	1810917	191	89
1031	1811517	2881	726
1032	1816439	11	6
1033	1816480	1443	394
1034	1819120	16	10
1035	1819192	216	87
1036	1819786	1481	628
1037	1824026	2	1
1038	1824035	309	179
1039	1825226	151	80
1040	1825768	325	135
1041	1826683	6	6
1042	1826727	2	2
1043	1826743	629	274
1044	1828604	49	37
1045	1828857	254	161
1046	1829929	9	9
1047	1829991	228	93
1048	1830611	855	420
1049	1833421	30	25
1050	1833596	1100	440
1051	1836535	125	16
1052	1836648	195	121
1053	1837447	328	159
1054	1838518	156	109
1055	1839258	76	38
1056	1839511	6	4
1057	1839539	40	32
1058	1839751	130	98
1059	1840410	655	254
1060	1842126	769	383
1061	1844661	212	119
1062	1845455	1852	791
1063	1850800	448	222
1064	1852294	2	2
1065	1852309	1	1
1066	1852318	2600	469
1067	1855521	577	319
1068	1857663	3282	1076
1069	1864911	79	68
1070	1865360	149	110
1071	1866096	1094	461
1072	1869220	1272	269
1073	1871063	580	284
1074	1872976	205	136
1075	1873885	1	1
1076	1873894	90	62
1077	1874311	194	115
1078	1875077	397	219
1079	1876507	43	22
1080	1876655	1464	605
1081	1880726	28	17
1082	1880842	5	5
1083	1880877	59	43
1084	1881168	5	3
1085	1881191	635	368
1086	1883634	593	348
1087	1885954	669	359
1088	1888355	392	224
1089	1889860	293	189
1090	1891112	915	373
1091	1893592	696	332
1092	1895839	162	78
1093	1896366	576	268
1094	1898178	57	30
1095	1898381	3177	486
1096	1901678	34	26
1097	1901851	1569	210
1098	1903280	554	157
1099	1904344	575	203
1100	1905706	307	173
1101	1906855	2	2
1102	1906871	1245	223
1103	1908413	124	49
1104	1908740	862	306
1105	1910770	207	120
1106	1911575	268	79
1107	1912102	12	10
1108	1912172	356	213
1109	1913599	824	408
1110	1916329	9	9
1111	1916388	40	30
1112	1916590	33	29
1113	1916790	1	1
1114	1916799	1	1
1115	1916808	3	1
1116	1916817	287	209
1117	1918212	3	3
1118	1918235	163	90
1119	1918835	229	111
1120	1919589	1	1
1121	1919598	216	158
1122	1920658	50	20
1123	1920790	3	2
1124	1920806	3	3
1125	1920828	6271	342
1126	1923164	1	1
1127	1923173	241	111
1128	1923921	152	87
1129	1924512	1	1
1130	1924521	10	10
1131	1924593	1	1
1132	1924602	1	1
1133	1924611	1	1
1134	1924620	619	296
1135	1926613	1	1
1136	1926622	1	1
1137	1926631	1	1
1138	1926640	152	84
1139	1927199	1	1
1140	1927208	265	155
1141	1928243	731	388
1142	1930845	523	343
1143	1933149	1	1
1144	1933158	3	2
1145	1933174	1	1
1146	1933183	40	33
1147	1933412	2436	980
1148	1939994	2	2
1149	1940010	5853	187
1150	1941279	49	33
1151	1941497	1	1
1152	1941506	213	67
1153	1941956	1	1
1154	1941965	2050	484
1155	1945207	100	69
1156	1945674	1	1
1157	1945683	2	1
1158	1945692	255	142
1159	1946650	6	2
1160	1946665	1	1
1161	1946674	28	22
1162	1946822	1	1
1163	1946831	10	6
1164	1946874	1	1
1165	1946883	948	538
1166	1950513	624	239
1167	1952131	1	1
1168	1952140	318	108
1169	1952868	1	1
1170	1952877	60	44
1171	1953177	885	388
1172	1955807	1	1
1173	1955816	5	4
1174	1955845	16	6
1175	1955888	3	3
1176	1955911	1	1
1177	1955920	210	134
1178	1956824	2303	327
1179	1959028	1	1
1180	1959037	1614	643
1181	1963387	181	124
1182	1964217	1	1
1183	1964226	3	3
1184	1964249	14	12
1185	1964334	751	340
1186	1966620	1	1
1187	1966629	65	26
1188	1966808	1	1
1189	1966817	540	209
1190	1968198	1	1
1191	1968207	1	1
1192	1968216	1	1
1193	1968225	480	206
1194	1969621	134	79
1195	1970145	1	1
1196	1970154	144	73
1197	1970647	448	218
1198	1972113	1	1
1199	1972122	25	22
1200	1972275	4	4
1201	1972305	1	1
1202	1972314	1666	504
1203	1975726	1	1
1204	1975735	1	1
1205	1975744	1857	495
1206	1979059	182	101
1207	1979734	711	335
1208	1981996	1	1
1209	1982005	270	127
1210	1982839	503	231
1211	1984395	56	42
1212	1984682	1	1
1213	1984691	736	302
1214	1986715	1	1
1215	1986724	1	1
1216	1986733	1	1
1217	1986742	473	267
1218	1988507	1	1
1219	1988516	136	86
1220	1989099	1	1
1221	1989108	276	190
1222	1990389	1	1
1223	1990398	498	327
1224	1992608	1680	669
1225	1997093	1056	287
1226	1999015	3	3
1227	1999037	68	51
1228	1999388	1	1
1229	1999397	1	1
1230	1999406	258	181
1231	2000620	1870	431
1232	2003540	69	52
1233	2003898	3	3
1234	2003921	60	40
1235	2004195	174	98
1236	2004868	70	45
1237	2005179	376	190
1238	2006456	112	36
1239	2006695	30	18
1240	2006816	871	501
1241	2010186	2783	856
1242	2015991	379	138
1243	2016923	1496	276
1244	2018801	7	5
1245	2018838	423	91
1246	2019465	230	171
1247	2020549	260	180
1248	2021713	22	13
1249	2021802	50	26
1250	2021979	2236	837
1251	2027604	110	61
1252	2028020	17	9
1253	2028083	402	199
1254	2029427	355	205
1255	2030834	93	58
1256	2031227	30	21
1257	2031372	5	3
1258	2031395	1334	707
1259	2036169	657	421
1260	2038935	102	75
1261	2039446	16	14
1262	2039544	97	63
1263	2039966	1	1
1264	2039975	86	46
1265	2040288	1132	484
1266	2043529	27	18
1267	2043653	2293	535
1268	2047245	26	14
1269	2047342	2	2
1270	2047358	1	1
1271	2047367	1	1
1272	2047376	1	1
1273	2047385	4	4
1274	2047415	339	176
1275	2048590	1692	331
1276	2050768	9174	327
1277	2053085	59	34
1278	2053313	587	218
1279	2054793	43	35
1280	2055029	1208	489
1281	2058295	767	273
1282	2060135	61	48
1283	2060461	2267	788
1284	2065732	63	41
1285	2066006	1	1
1286	2066015	1530	487
1287	2069286	2	2
1288	2069302	114	67
1289	2069752	7	6
1290	2069793	418	172
1291	2070944	84	66
1292	2071385	2846	248
1293	2073073	2471	420
1294	2075873	201	80
1295	2076404	651	209
1296	2077827	2807	266
1297	2079630	89	66
1298	2080082	1112	447
1299	2083114	9055	494
1300	2086579	2017	742
1301	2091537	1460	352
1302	2093932	7	7
1303	2093981	11	10
1304	2094048	333	184
1305	2095273	3080	279
1306	2097143	275	114
1307	2097913	1412	367
1308	2100375	1255	486
1309	2103648	1996	244
1310	2105278	278	98
1311	2105930	35	32
1312	2106143	203	61
1313	2106550	188	149
1314	2107472	78	45
1315	2107776	1	1
1316	2107785	682	257
1317	2109515	4	4
1318	2109544	140	47
1319	2109872	9	3
1320	2109895	41	27
1321	2110072	38	32
1322	2110287	4619	711
1323	2115116	213	47
1324	2115435	317	77
1325	2115956	43	6
1326	2116001	22	13
1327	2116089	134	49
1328	2116420	2041	175
1329	2117606	1718	233
1330	2119192	374	85
1331	2119757	2995	318
1332	2121903	563	240
1333	2123493	29	20
1334	2123629	808	124
1335	2124452	94	16
1336	2124565	1503	275
1337	2126422	262	112
1338	2127172	546	188
1339	2128432	609	121
1340	2129244	221	62
1341	2129655	211	64
1342	2130081	800	87
1343	2130666	1610	353
1344	2133038	597	142
1345	2133972	14	5
1346	2134008	538	122
1347	2134822	631	115
1348	2135602	264	75
1349	2136092	424	123
1350	2136903	247	93
1351	2137528	259	92
1352	2138136	136	58
1353	2138522	232	92
1354	2139123	445	102
1355	2139801	176	65
1356	2140232	930	157
1357	2141271	970	157
1358	2142323	323	68
1359	2142779	223	34
1360	2143013	1111	270
1361	2144833	3	3
1362	2144856	818	163
1363	2145943	55	24
1364	2146103	123	64
1365	2146530	900	185
1366	2147771	252	69
1367	2148241	507	104
